title_year,movie_title,content_rating,genres,plot_keywords,duration,language,country,color,aspect_ratio,budget,gross,director_name,director_facebook_likes,movie_facebook_likes,actor_1_name,actor_1_facebook_likes,actor_2_name,actor_2_facebook_likes,actor_3_name,actor_3_facebook_likes,cast_total_facebook_likes,facenumber_in_poster,num_imdb_voted_users,num_critic_for_reviews,num_user_for_reviews,imdb_score,movie_imdb_link
2002,Chicago ,PG-13,Comedy|Crime|Musical,fame|jail|jazz age|murder|vaudeville,113,English,USA, Black and White,1.85,45000000,170684505,Rob Marshall,252,0,Colm Feore,539,Chita Rivera,151,Jayne Eastwood,90,813,0,172080,223,1017,7.2,http://www.imdb.com/title/tt0299658/?ref_=fn_tt_tt_1
2013,Lee Daniels' The Butler ,PG-13,Biography|Drama,butler|civil rights|hotel|president|white house,132,English,USA,Color,1.85,30000000,116631310,Lee Daniels,304,41000,Alex Pettyfer,15000,David Oyelowo,1000,Vanessa Redgrave,898,20035,0,87665,304,323,7.2,http://www.imdb.com/title/tt1327773/?ref_=fn_tt_tt_1
2002,About Schmidt ,R,Comedy|Drama,highway travel|on the road|retirement|road movie|wedding,125,English,USA,Color,1.85,30000000,65010106,Alexander Payne,729,0,Hope Davis,442,June Squibb,344,Howard Hesseman,322,1556,1,107557,217,612,7.2,http://www.imdb.com/title/tt0257360/?ref_=fn_tt_tt_1
2008,Forgetting Sarah Marshall ,R,Comedy|Drama|Romance,breakup|hawaii|hotel|male full frontal nudity|resort,118,English,USA,Color,1.85,30000000,62877175,Nicholas Stoller,89,0,Mila Kunis,15000,Jack McBrayer,975,Maria Thayer,344,16758,1,217507,253,325,7.2,http://www.imdb.com/title/tt0800039/?ref_=fn_tt_tt_1
2007,Bridge to Terabithia ,PG,Adventure|Drama|Family|Fantasy,bully|friend|imagination|reality|troll,96,English,USA,Color,1.85,17000000,82234139,Gabor Csupo,47,6000,Josh Hutcherson,14000,Zooey Deschanel,11000,Bailee Madison,3000,28071,3,110390,181,522,7.2,http://www.imdb.com/title/tt0398808/?ref_=fn_tt_tt_1
2004,Anchorman: The Legend of Ron Burgundy ,PG-13,Comedy,1970s|anchorman|news anchor|newsroom|tv station,98,English,USA,Color,1.85,26000000,84136909,Adam McKay,285,0,Darcy Donavan,640000,Will Ferrell,8000,Steve Carell,7000,656730,5,267921,181,577,7.2,http://www.imdb.com/title/tt0357413/?ref_=fn_tt_tt_1
2006,Rocky Balboa ,PG,Drama|Sport,boxing|fight|heavyweight champion|restaurant|retired boxer,139,English,USA,Color,1.85,24000000,70269171,Sylvester Stallone,13000,0,Sylvester Stallone,13000,Burt Young,683,Mike Tyson,461,15111,0,162130,285,962,7.2,http://www.imdb.com/title/tt0479143/?ref_=fn_tt_tt_1
2012,Chasing Mavericks ,PG,Biography|Drama|Sport,box office flop|no opening credits|surfing|two word title|year 1987,116,English,USA,Color,1.85,20000000,6002756,Michael Apted,150,13000,Gerard Butler,18000,Abigail Spencer,1000,Leven Rambin,956,21200,2,24997,116,75,7.2,http://www.imdb.com/title/tt1629757/?ref_=fn_tt_tt_1
2002,The Salton Sea ,R,Crime|Drama|Mystery|Thriller,male in shower|murder|neighbor neighbor relationship|remote control car|sex scene,103,English,USA,Color,1.85,18000000,676698,D.J. Caruso,154,2000,Adam Goldberg,1000,Meat Loaf,783,Anthony LaPaglia,576,4094,0,26730,79,180,7.2,http://www.imdb.com/title/tt0235737/?ref_=fn_tt_tt_1
1985,Day of the Dead ,Unrated,Horror,bunker|experiment|military|research|scientist,87,English,USA,Color,1.85,3500000,,George A. Romero,0,3000,Greg Nicotero,1000,John Amplas,177,Joseph Pilato,83,1592,1,49669,184,419,7.2,http://www.imdb.com/title/tt0088993/?ref_=fn_tt_tt_1
2012,Pitch Perfect ,PG-13,Comedy|Music|Romance,a cappella|competition|dj|female protagonist|lesbian,112,English,USA,Color,1.85,17000000,64998368,Jason Moore,36,36000,Anna Kendrick,10000,Hana Mae Lee,751,Ben Platt,746,12676,4,213898,223,250,7.2,http://www.imdb.com/title/tt1981677/?ref_=fn_tt_tt_1
2002,White Oleander ,PG-13,Drama,california|foster home|love|oleander|prison,109,English,USA,Color,1.85,16000000,16346122,Peter Kosminsky,7,0,Patrick Fugit,835,Cole Hauser,787,Marc Donato,450,2572,0,25549,103,171,7.2,http://www.imdb.com/title/tt0283139/?ref_=fn_tt_tt_1
2010,Remember Me ,PG-13,Drama|Romance,binge drinking|new york|new york city|september 11 2001|suicide,113,English,USA,Color,1.85,16000000,19057024,Allen Coulter,47,24000,Robert Pattinson,21000,Lena Olin,541,Ruby Jerins,238,22088,0,113963,158,361,7.2,http://www.imdb.com/title/tt1403981/?ref_=fn_tt_tt_1
1993,What's Love Got to Do with It ,R,Biography|Drama|Music,abusive husband|love|singer|tina turner|violence,118,English,USA,Color,1.85,,39100956,Brian Gibson,13,0,Rae'Ven Kelly,90,Virginia Capers,22,Dororthy Thorton,2,114,0,13442,19,59,7.2,http://www.imdb.com/title/tt0108551/?ref_=fn_tt_tt_1
2000,Love & Basketball ,PG-13,Drama|Romance|Sport,basketball movie|female basketball player|high school|nba|title directed by female,124,English,USA,Color,1.85,15000000,27441122,Gina Prince-Bythewood,107,0,Alfre Woodard,1000,Sanaa Lathan,886,Omar Epps,865,5135,0,14322,68,116,7.2,http://www.imdb.com/title/tt0199725/?ref_=fn_tt_tt_1
2009,Whatever Works ,PG-13,Comedy|Romance,atheist|limp|quantum mechanics|religion|runaway,92,English,USA,Color,1.85,15000000,5306447,Woody Allen,11000,10000,Larry David,860,Michael McKean,658,Conleth Hill,386,2717,1,58967,218,169,7.2,http://www.imdb.com/title/tt1178663/?ref_=fn_tt_tt_1
1999,10 Things I Hate About You ,PG-13,Comedy|Drama|Romance,dating|protective father|school|shrew|teen movie,97,English,USA,Color,1.85,16000000,38176108,Gil Junger,19,10000,Joseph Gordon-Levitt,23000,Heath Ledger,13000,Andrew Keegan,835,37907,6,222099,133,549,7.2,http://www.imdb.com/title/tt0147800/?ref_=fn_tt_tt_1
2007,The Mist ,R,Horror,desperation|fog|giant insect|survival|survival horror,126,English,USA,Color,1.85,18000000,25592632,Frank Darabont,0,20000,Toby Jones,2000,Alexa Davalos,850,Jeffrey DeMunn,745,5371,0,220475,330,1066,7.2,http://www.imdb.com/title/tt0884328/?ref_=fn_tt_tt_1
2000,Brother ,R,Crime|Drama|Thriller,gang|gangster|subjective camera|written and directed by cast member|yakuza,114,English,USA,Color,1.85,10000000,447750,Takeshi Kitano,0,0,Omar Epps,865,Tatyana Ali,685,James Shigeta,403,2126,0,18520,81,133,7.2,http://www.imdb.com/title/tt0222851/?ref_=fn_tt_tt_1
1989,Major League ,R,Comedy|Sport,cleveland indians|league|manager|owner|team,107,English,USA,Color,1.85,11000000,49797148,David S. Ward,42,0,Corbin Bernsen,1000,Tom Berenger,854,Rene Russo,808,3435,3,49007,57,97,7.2,http://www.imdb.com/title/tt0097815/?ref_=fn_tt_tt_1
1983,The Dead Zone ,R,Horror|Sci-Fi|Thriller,car accident|coma|evil politician|psychic|vision,103,English,USA,Color,1.85,10000000,,David Cronenberg,0,0,Tom Skerritt,1000,Herbert Lom,278,Anthony Zerbe,275,2013,0,44804,112,182,7.2,http://www.imdb.com/title/tt0085407/?ref_=fn_tt_tt_1
2011,A Better Life ,PG-13,Drama|Romance,gang|gardener|money|police|truck,98,English,USA,Color,1.85,10000000,1754319,Chris Weitz,129,0,Demián Bichir,749,Eddie 'Piolin' Sotelo,252,Robert Peters,221,2214,0,13174,94,81,7.2,http://www.imdb.com/title/tt1554091/?ref_=fn_tt_tt_1
2007,The Savages ,R,Comedy|Drama,arizona|dementia|married man|sun city arizona|writing,114,English,USA,Color,1.85,,6610326,Tamara Jenkins,84,0,Philip Seymour Hoffman,22000,David Zayas,929,Gbenga Akinnagbe,338,23770,0,32188,201,127,7.2,http://www.imdb.com/title/tt0775529/?ref_=fn_tt_tt_1
1984,The Karate Kid ,PG,Action|Drama|Family|Sport,apartment|bully|fight|karate|master,126,English,USA,Color,1.85,8000000,90800000,John G. Avildsen,80,0,Martin Kove,668,William Zabka,641,William Bassett,225,2004,0,126916,81,235,7.2,http://www.imdb.com/title/tt0087538/?ref_=fn_tt_tt_1
2010,It's Kind of a Funny Story ,PG-13,Comedy|Drama|Romance,based on novel|depression|psychiatric ward|suicide attempt|therapy,101,English,USA,Color,1.85,8000000,6350058,Anna Boden,16,20000,Zoë Kravitz,943,Jeremy Davies,769,Jim Gaffigan,472,2786,3,106098,163,150,7.2,http://www.imdb.com/title/tt0804497/?ref_=fn_tt_tt_1
2002,Narc ,R,Crime|Drama|Mystery|Thriller,blood splatter|cover up|murder|police shootout|undercover,105,English,USA,Color,1.85,7500000,10460089,Joe Carnahan,248,1000,Jason Patric,673,Chi McBride,466,Alan Van Sprang,147,1442,1,34098,127,214,7.2,http://www.imdb.com/title/tt0272207/?ref_=fn_tt_tt_1
1995,Desperado ,R,Action|Crime|Thriller,crushed by a car|female frontal nudity|female nudity|female rear nudity|one against many,104,English,USA,Color,1.85,7000000,25625110,Robert Rodriguez,0,0,Quentin Tarantino,16000,Steve Buscemi,12000,Salma Hayek,4000,33758,0,138707,93,202,7.2,http://www.imdb.com/title/tt0112851/?ref_=fn_tt_tt_1
1981,The Four Seasons ,PG,Comedy|Drama,directed by star|friendship|reference to isaac newton|skinny dipping|written and directed by cast member,107,English,USA,Color,1.85,,,Alan Alda,0,337,Rita Moreno,804,Len Cariou,167,Sandy Dennis,146,1285,2,3157,6,33,7.2,http://www.imdb.com/title/tt0082405/?ref_=fn_tt_tt_1
1995,Mallrats ,R,Comedy|Romance,comic|ex girlfriend|jay and silent bob|mall|teenager,123,English,USA,Color,1.85,6000000,2122561,Kevin Smith,0,0,Ethan Suplee,1000,Jason Mewes,898,Joey Lauren Adams,781,3254,6,99033,93,434,7.2,http://www.imdb.com/title/tt0113749/?ref_=fn_tt_tt_1
1999,The Virgin Suicides ,R,Drama|Romance,catholic|five sisters|isolation|school|suicide,90,English,USA,Color,1.85,6000000,4859475,Sofia Coppola,0,0,Kirsten Dunst,4000,Kathleen Turner,899,Scott Glenn,826,7103,0,116910,152,520,7.2,http://www.imdb.com/title/tt0159097/?ref_=fn_tt_tt_1
2003,11:14 ,R,Comedy|Crime|Drama,convenience store|multiple perspectives|murder|paramedic|van,85,English,USA,Color,1.85,6000000,,Greg Marcks,9,0,Henry Thomas,861,Barbara Hershey,618,Shawn Hatosy,407,2200,1,38273,68,133,7.2,http://www.imdb.com/title/tt0331811/?ref_=fn_tt_tt_1
1997,The Apostle ,PG-13,Drama,church|louisiana|minister|preacher|texas,134,English,USA,Color,1.85,5000000,20733485,Robert Duvall,3000,1000,John Beasley,205,Todd Allen,130,June Carter Cash,77,428,1,11622,95,157,7.2,http://www.imdb.com/title/tt0118632/?ref_=fn_tt_tt_1
1982,Diner ,R,Comedy|Drama,baltimore colts|diner|marriage|salesman|wedding,110,English,USA,Color,1.85,5000000,14100000,Barry Levinson,272,0,Steve Guttenberg,801,Daniel Stern,796,Ellen Barkin,551,2943,6,14995,42,87,7.2,http://www.imdb.com/title/tt0083833/?ref_=fn_tt_tt_1
1982,Fast Times at Ridgemont High ,X,Comedy|Drama,break up|california|high school|surfer|teacher,90,English,USA,Color,1.85,4500000,,Amy Heckerling,143,0,Jennifer Jason Leigh,1000,Judge Reinhold,901,Vincent Schiavelli,811,5002,1,71217,118,228,7.2,http://www.imdb.com/title/tt0083929/?ref_=fn_tt_tt_1
1985,Day of the Dead ,Unrated,Horror,bunker|experiment|military|research|scientist,87,English,USA,Color,1.85,3500000,,George A. Romero,0,3000,Greg Nicotero,1000,John Amplas,177,Joseph Pilato,83,1592,1,49672,184,419,7.2,http://www.imdb.com/title/tt0088993/?ref_=fn_tt_tt_1
2010,Beginners ,R,Comedy|Drama|Romance,actress|cancer|death|french|gay relationship,105,English,USA,Color,1.85,3200000,5776314,Mike Mills,101,15000,Goran Visnjic,1000,Lou Taylor Pucci,394,Mary Page Keller,157,2016,4,73349,261,142,7.2,http://www.imdb.com/title/tt1532503/?ref_=fn_tt_tt_1
2005,Dave Chappelle's Block Party ,R,Comedy|Documentary|Music,block party|marching band|neighborhood|new york city|tyrannosaurus rex,100,English,USA,Color,1.85,3000000,11694528,Michel Gondry,1000,635,Common,989,Dave Chappelle,744,Lauryn Hill,220,2165,0,7721,114,72,7.2,http://www.imdb.com/title/tt0425598/?ref_=fn_tt_tt_1
2010,Winter's Bone ,R,Drama,bail|crystal meth|family relationships|female protagonist|search for father,100,English,USA,Color,1.85,2000000,6531491,Debra Granik,81,20000,Jennifer Lawrence,34000,Shelley Waggener,248,Lauren Sweetser,179,34446,2,111658,365,297,7.2,http://www.imdb.com/title/tt1399683/?ref_=fn_tt_tt_1
2015,Brotherly Love ,R,Drama,basketball|burglary|police|robbery|teenage girl,89,English,USA,Color,1.85,1900000,444044,Jamal Hill,47,1000,Logan Browning,628,Adam Ratcliffe,606,Faizon Love,585,4249,6,744,10,19,7.2,http://www.imdb.com/title/tt3262990/?ref_=fn_tt_tt_1
1996,Trees Lounge ,R,Comedy|Drama,alcoholic drink|bar|drink|drinking|drunk,95,English,USA,Color,1.85,1300000,695229,Steve Buscemi,12000,872,Steve Buscemi,12000,Debi Mazar,680,Carol Kane,636,14420,1,11369,43,65,7.2,http://www.imdb.com/title/tt0117958/?ref_=fn_tt_tt_1
1989,"Sex, Lies, and Videotape ",R,Drama,affair|interview|marriage|sex|videotape,100,English,USA,Color,1.85,1200000,24741700,Steven Soderbergh,0,2000,Peter Gallagher,828,Laura San Giacomo,531,Steven Brill,65,1431,2,37785,58,95,7.2,http://www.imdb.com/title/tt0098724/?ref_=fn_tt_tt_1
2008,Shine a Light ,PG-13,Biography|Documentary|Music,band|concert footage|new york city|rolling stones|three word title,122,English,USA,Color,1.85,,5355376,Martin Scorsese,17000,0,Mick Jagger,543,Keith Richards,426,Albert Maysles,184,1218,0,9638,129,67,7.2,http://www.imdb.com/title/tt0893382/?ref_=fn_tt_tt_1
2012,The Sessions ,R,Biography|Comedy|Drama|Romance,falling in love|iron lung|priest|sex surrogate|therapist,95,English,USA,Color,1.85,1000000,5997134,Ben Lewin,20,11000,W. Earl Brown,422,Adam Arkin,374,Rhea Perlman,365,1899,3,36381,337,126,7.2,http://www.imdb.com/title/tt1866249/?ref_=fn_tt_tt_1
2008,Frozen River ,R,Crime|Drama,border|mohawk|money|new york|river,97,English,USA,Color,1.85,1000000,2508841,Courtney Hunt,33,0,Charlie McDermott,496,Michael O'Keefe,238,Misty Upham,229,994,1,21746,181,93,7.2,http://www.imdb.com/title/tt0978759/?ref_=fn_tt_tt_1
2002,Bubba Ho-Tep ,R,Comedy|Fantasy|Mystery,cult film|elvis|elvis presley|nursing home|texas,92,English,USA,Color,1.85,1000000,,Don Coscarelli,152,0,Daniel Roebuck,1000,Ossie Davis,282,Ella Joyce,124,1587,2,38893,260,366,7.2,http://www.imdb.com/title/tt0281686/?ref_=fn_tt_tt_1
1998,Slam ,R,Drama,gang|independent film|prison|racial slur|urban setting,100,English,USA,Color,1.85,1000000,982214,Marc Levin,12,603,Sonja Sohn,245,Saul Williams,38,Bonz Malone,6,295,0,1976,16,51,7.2,http://www.imdb.com/title/tt0139615/?ref_=fn_tt_tt_1
2001,Brigham City ,PG-13,Crime|Drama|Mystery,fbi agent|mormon|prayer|sheriff|utah,119,English,USA,Color,1.85,1000000,798341,Richard Dutcher,13,100,Wilford Brimley,957,Frank Gerrish,81,Rick Macy,25,1107,0,983,12,63,7.2,http://www.imdb.com/title/tt0268200/?ref_=fn_tt_tt_1
2003,Latter Days ,R,Comedy|Drama|Romance,christian|male frontal nudity|mormon|mormon missionary|nudity,107,English,USA,Color,1.85,850000,819939,C. Jay Cox,6,0,Joseph Gordon-Levitt,23000,Rob McElhenney,813,Jacqueline Bisset,522,26017,2,14580,35,252,7.2,http://www.imdb.com/title/tt0345551/?ref_=fn_tt_tt_1
1993,Ruby in Paradise ,R,Drama|Romance,desire|florida|identity|resort town|sales,114,English,USA,Color,1.85,800000,1001437,Victor Nunez,9,81,Allison Dean,159,Todd Field,143,Dorothy Lyman,86,423,1,2039,11,28,7.2,http://www.imdb.com/title/tt0108000/?ref_=fn_tt_tt_1
2001,L.I.E. ,NC-17,Crime|Drama,ephebophile|pederasty|pedophilia|playing hooky|shaving,97,English,USA,Color,1.85,700000,1141829,Michael Cuesta,52,420,Adam LeFevre,80,Bruce Altman,67,Walter Masterson,36,209,1,8509,64,109,7.2,http://www.imdb.com/title/tt0242587/?ref_=fn_tt_tt_1
2006,Half Nelson ,R,Drama,bathroom|classroom|dialectics|drugs|student,106,English,USA,Color,1.85,700000,2694973,Ryan Fleck,31,0,Ryan Gosling,33000,Tristan Mack Wilds,519,Jeff Lima,71,33734,2,70885,208,189,7.2,http://www.imdb.com/title/tt0468489/?ref_=fn_tt_tt_1
2002,Better Luck Tomorrow ,R,Crime|Drama|Romance,asian american|high school|overachiever|pubic hair|vomiting,98,English,USA,Color,1.85,250000,3799339,Justin Lin,681,661,Parry Shen,94,Jason Tobin,26,Collin Kahey,13,139,1,8000,51,138,7.2,http://www.imdb.com/title/tt0280477/?ref_=fn_tt_tt_1
1984,Gremlins ,PG,Comedy|Fantasy|Horror,bright light|midnight|pet|small town|water,106,English,USA,Color,2.2,11000000,148170000,Joe Dante,287,14000,Phoebe Cates,767,Harry Carey Jr.,281,Zach Galligan,233,2053,0,142293,183,245,7.2,http://www.imdb.com/title/tt0087363/?ref_=fn_tt_tt_1
2013,Man of Steel ,PG-13,Action|Adventure|Fantasy|Sci-Fi,based on comic book|british actor playing american character|final battle|origin of hero|reboot,143,English,USA,Color,2.35,225000000,291021565,Zack Snyder,0,118000,Henry Cavill,15000,Christopher Meloni,3000,Harry Lennix,748,20495,0,548573,733,2536,7.2,http://www.imdb.com/title/tt0770828/?ref_=fn_tt_tt_1
2013,Iron Man 3 ,PG-13,Action|Adventure|Sci-Fi,armor|explosion|human bomb|missile attack|terrorist,195,English,USA,Color,2.35,200000000,408992272,Shane Black,1000,95000,Robert Downey Jr.,21000,Jon Favreau,4000,Don Cheadle,3000,30426,3,557489,608,1187,7.2,http://www.imdb.com/title/tt1300854/?ref_=fn_tt_tt_1
2015,Furious 7 ,PG-13,Action|Crime|Thriller,car falling off a cliff|hospital|revenge|star died before release|terrorist,140,English,USA,Color,2.35,190000000,350034110,James Wan,0,94000,Jason Statham,26000,Paul Walker,23000,Vin Diesel,14000,79150,0,278232,424,657,7.2,http://www.imdb.com/title/tt2820852/?ref_=fn_tt_tt_1
2012,Brave ,PG,Adventure|Animation|Comedy|Family|Fantasy,archery|coming of age|female warrior|princess|rebellious daughter,93,English,USA,Color,2.35,185000000,237282182,Mark Andrews,56,39000,Kelly Macdonald,2000,John Ratzenberger,1000,Julie Walters,838,5005,0,273556,488,428,7.2,http://www.imdb.com/title/tt1217209/?ref_=fn_tt_tt_1
2007,I Am Legend ,PG-13,Drama|Horror|Sci-Fi,new york city|pandemic|post apocalypse|survivalist|virus,104,English,USA,Color,2.35,150000000,256386216,Francis Lawrence,508,11000,Will Smith,10000,Alice Braga,1000,Willow Smith,558,13076,0,530870,323,1413,7.2,http://www.imdb.com/title/tt0480249/?ref_=fn_tt_tt_1
2003,The Matrix Reloaded ,R,Action|Sci-Fi,car motorcycle chase|one against many|oracle|prophecy|stylized violence,138,English,USA,Color,2.35,150000000,281492479,Lana Wachowski,0,0,Steve Bastoni,234,Daniel Bernhardt,198,Helmut Bakaitis,30,534,0,421818,275,2789,7.2,http://www.imdb.com/title/tt0234215/?ref_=fn_tt_tt_1
2004,Troy ,R,Adventure,greek|mythology|prince|trojan|troy,196,English,USA,Color,2.35,175000000,133228348,Wolfgang Petersen,249,0,Brad Pitt,11000,Orlando Bloom,5000,Julian Glover,844,17944,2,381672,220,1694,7.2,http://www.imdb.com/title/tt0332452/?ref_=fn_tt_tt_1
2016,Kung Fu Panda 3 ,PG,Action|Adventure|Animation|Comedy|Family,china|kung fu|panda|pig|village,95,English,USA,Color,2.35,145000000,143523463,Alessandro Carloni,5,24000,J.K. Simmons,24000,Angelina Jolie Pitt,11000,Wayne Knight,967,36095,0,64322,210,145,7.2,http://www.imdb.com/title/tt2267968/?ref_=fn_tt_tt_1
2011,Rango ,PG,Adventure|Animation|Comedy|Family|Western,chameleon|lizard|sheriff|water|western town,107,English,USA,Color,2.35,135000000,123207194,Gore Verbinski,563,26000,Johnny Depp,40000,Ray Winstone,1000,Stephen Root,939,43291,0,183208,362,337,7.2,http://www.imdb.com/title/tt1192628/?ref_=fn_tt_tt_1
2007,Live Free or Die Hard ,PG-13,Action|Adventure|Thriller,fbi|hacker|independence day|police|terrorist,129,English,USA,Color,2.35,110000000,134520804,Len Wiseman,235,0,Bruce Willis,13000,Jonathan Sadowski,300,Cyril Raffaelli,297,13961,1,336235,354,782,7.2,http://www.imdb.com/title/tt0337978/?ref_=fn_tt_tt_1
2005,Kingdom of Heaven ,R,Action|Adventure|Drama|History|War,12th century|crusader|jerusalem|knight|medieval times,194,English,USA,Color,2.35,130000000,47396698,Ridley Scott,0,0,Liam Neeson,14000,Orlando Bloom,5000,Philip Glenister,195,19600,1,217373,239,942,7.2,http://www.imdb.com/title/tt0320661/?ref_=fn_tt_tt_1
1994,True Lies ,R,Action|Comedy|Thriller,espionage|secret agent|secret mission|spy|spy film,141,English,USA,Color,2.35,115000000,146282411,James Cameron,0,0,Jamie Lee Curtis,2000,Tia Carrere,1000,Tom Arnold,618,4528,0,190439,94,351,7.2,http://www.imdb.com/title/tt0111503/?ref_=fn_tt_tt_1
2003,Cold Mountain ,R,Adventure|Drama|History|Romance|War,civil war|mountain|soldier|well|wounded soldier,154,English,USA,Color,2.35,79000000,95632614,Anthony Minghella,333,0,Philip Seymour Hoffman,22000,Natalie Portman,20000,Charlie Hunnam,16000,61110,3,118483,198,674,7.2,http://www.imdb.com/title/tt0159365/?ref_=fn_tt_tt_1
2000,Unbreakable ,PG-13,Drama|Mystery|Sci-Fi|Thriller,child with gun|comic book|invulnerability|superhero|train crash,106,English,USA,Color,2.35,75000000,94999143,M. Night Shyamalan,0,0,Robin Wright,18000,Bruce Willis,13000,Michael Kelly,963,33645,0,245152,294,1344,7.2,http://www.imdb.com/title/tt0217869/?ref_=fn_tt_tt_1
2006,Cars ,G,Adventure|Animation|Comedy|Family|Sport,car|desert|route 66|tow truck|truck,117,English,USA,Color,2.35,120000000,244052771,John Lasseter,487,0,John Ratzenberger,1000,Cheech Marin,843,George Carlin,769,4905,0,263853,256,584,7.2,http://www.imdb.com/title/tt0317219/?ref_=fn_tt_tt_1
2011,War Horse ,PG-13,Drama|War,barbed wire|british|cavalry|horse|world war one,146,English,USA, Black and White,2.35,66000000,79883359,Steven Spielberg,14000,28000,Jeremy Irvine,25000,Benedict Cumberbatch,19000,Eddie Marsan,979,46726,1,116159,388,488,7.2,http://www.imdb.com/title/tt1568911/?ref_=fn_tt_tt_1
2014,Unbroken ,PG-13,Biography|Drama|Sport|War,emaciation|male nudity|plane crash|prisoner of war|torture,137,English,USA,Color,2.35,65000000,115603980,Angelina Jolie Pitt,11000,35000,Finn Wittrock,769,Jack O'Connell,698,Alex Russell,465,2938,0,103589,322,351,7.2,http://www.imdb.com/title/tt1809398/?ref_=fn_tt_tt_1
2007,Shooter ,R,Action|Crime|Drama|Mystery|Thriller,colonel|ethiopia|marksman|on the run|rangefinder,124,English,USA,Color,2.35,61000000,46975183,Antoine Fuqua,845,0,Tate Donovan,650,Ned Beatty,467,Louis Ferreira,295,1640,0,256213,198,338,7.2,http://www.imdb.com/title/tt0822854/?ref_=fn_tt_tt_1
2014,The Equalizer ,R,Action|Crime|Thriller,assassin|ex soldier|gangster|hanged man|mysterious past,132,English,USA,Color,2.35,55000000,101530738,Antoine Fuqua,845,56000,Denzel Washington,18000,Chloë Grace Moretz,17000,James Wilcox,683,37605,0,229574,292,436,7.2,http://www.imdb.com/title/tt0455944/?ref_=fn_tt_tt_1
2002,Insomnia ,R,Drama|Mystery|Thriller,detective|insomnia|murder|partner|police,118,English,USA,Color,2.35,46000000,67263182,Christopher Nolan,22000,0,Al Pacino,14000,Maura Tierney,509,Crystal Lowe,319,15658,0,218771,185,651,7.2,http://www.imdb.com/title/tt0278504/?ref_=fn_tt_tt_1
2005,Coach Carter ,PG-13,Drama|Sport,basketball|basketball coach|coach|contract|high school,136,English,USA,Color,2.35,30000000,67253092,Thomas Carter,49,0,Channing Tatum,17000,Rick Gonzalez,807,Robert Ri'chard,730,20299,0,92702,127,209,7.2,http://www.imdb.com/title/tt0393162/?ref_=fn_tt_tt_1
1998,A Bug's Life ,G,Adventure|Animation|Comedy|Family|Fantasy,ant|circus|grasshopper|misunderstanding|overhearing,95,English,USA,Color,2.35,120000000,162792677,John Lasseter,487,0,Kevin Spacey,18000,Madeline Kahn,1000,John Ratzenberger,1000,24205,0,211226,117,317,7.2,http://www.imdb.com/title/tt0120623/?ref_=fn_tt_tt_1
2012,21 Jump Street ,R,Action|Comedy|Crime,narcotics|parody|police|remake|undercover cop,109,English,USA,Color,2.35,42000000,138447667,Phil Lord,97,39000,Channing Tatum,17000,Dax Flame,971,Rob Riggle,839,19968,2,408302,375,345,7.2,http://www.imdb.com/title/tt1232829/?ref_=fn_tt_tt_1
1992,A League of Their Own ,PG,Comedy|Drama|Sport,baseball|friend|oregon|rivalry|softball,128,English,USA, Black and White,2.35,40000000,107458785,Penny Marshall,545,0,Tom Hanks,15000,Lori Petty,923,Rosie O'Donnell,251,16751,3,71754,41,166,7.2,http://www.imdb.com/title/tt0104694/?ref_=fn_tt_tt_1
2014,Unbroken ,PG-13,Biography|Drama|Sport|War,emaciation|male nudity|plane crash|prisoner of war|torture,137,English,USA,Color,2.35,65000000,115603980,Angelina Jolie Pitt,11000,35000,Finn Wittrock,769,Jack O'Connell,698,Alex Russell,465,2938,0,103589,322,351,7.2,http://www.imdb.com/title/tt1809398/?ref_=fn_tt_tt_1
1991,The Doors ,R,Biography|Drama|Music|Musical,death|paris france|rock band|singer|the doors,140,English,USA,Color,2.35,38000000,35183792,Oliver Stone,0,0,Michael Wincott,720,Kevin Dillon,576,Kathleen Quinlan,552,3044,1,68159,82,209,7.2,http://www.imdb.com/title/tt0101761/?ref_=fn_tt_tt_1
2010,Secretariat ,PG,Biography|Drama|Family|History|Sport,eccentric|horse racing|newspaper clipping|stallion|triple crown,123,English,USA,Color,2.35,35000000,59699513,Randall Wallace,130,0,Scott Glenn,826,Kevin Connolly,638,Dylan Walsh,426,2259,0,20827,160,136,7.2,http://www.imdb.com/title/tt1028576/?ref_=fn_tt_tt_1
1993,The Age of Innocence ,PG,Drama|Romance,19th century|countess|lawyer|love|new york,139,English,USA,Color,2.35,30000000,32000000,Martin Scorsese,17000,0,Richard E. Grant,554,Geraldine Chaplin,382,Stuart Wilson,94,1068,3,36267,56,150,7.2,http://www.imdb.com/title/tt0106226/?ref_=fn_tt_tt_1
2000,Men of Honor ,R,Biography|Drama,african american|amputee|navy|racial discrimination|racism,129,English,USA,Color,2.35,32000000,48814909,George Tillman Jr.,88,0,Robert De Niro,22000,Charlize Theron,9000,Michael Rapaport,975,36069,0,89424,98,224,7.2,http://www.imdb.com/title/tt0203019/?ref_=fn_tt_tt_1
1994,Speed ,R,Action|Adventure|Crime|Thriller,bomb|bus|elevator|explosive|rescue,116,English,USA,Color,2.35,25000000,121248145,Jan de Bont,101,0,Keanu Reeves,18000,Alan Ruck,946,Joe Morton,780,20966,0,260981,114,373,7.2,http://www.imdb.com/title/tt0111257/?ref_=fn_tt_tt_1
